"","end","country","load"
"1324",2019-01-20,"Belgium",1003816
"1325",2019-01-21,"Belgium",1147350
"1326",2019-01-22,"Belgium",1171031
"1327",2019-01-23,"Belgium",1155107
"1328",2019-01-24,"Belgium",1158697
"1329",2019-01-25,"Belgium",1126826
"1330",2019-01-26,"Belgium",975638
"1331",2019-01-27,"Belgium",933569
"1332",2019-01-28,"Belgium",1073921
"1333",2019-01-29,"Belgium",1108548
"1334",2019-01-30,"Belgium",1139834
"1335",2019-01-31,"Belgium",1158514
"1336",2019-02-01,"Belgium",1121657
"1337",2019-02-02,"Belgium",1035833
"1338",2019-02-03,"Belgium",976334
"1339",2019-02-04,"Belgium",1101406
"1340",2019-02-05,"Belgium",1122135
"1341",2019-02-06,"Belgium",1106290
"1342",2019-02-07,"Belgium",1063435
"1343",2019-02-08,"Belgium",1060744
"1344",2019-02-09,"Belgium",957772
"1345",2019-02-10,"Belgium",930246
"1346",2019-02-11,"Belgium",1077597
"1347",2019-02-12,"Belgium",1090898
"1348",2019-02-13,"Belgium",972424
"1349",2019-02-14,"Belgium",1043591
"1350",2019-02-15,"Belgium",1039036
"1351",2019-02-16,"Belgium",933457
"1352",2019-02-17,"Belgium",877234
"1353",2019-02-18,"Belgium",1006184
"1354",2019-02-19,"Belgium",1025718
"1355",2019-02-20,"Belgium",1039232
"1356",2019-02-21,"Belgium",1036748
"1357",2019-02-22,"Belgium",1042438
"1358",2019-02-23,"Belgium",924804
"1359",2019-02-24,"Belgium",892993
"1360",2019-02-25,"Belgium",1005303
"1361",2019-02-26,"Belgium",1019984
"1362",2019-02-27,"Belgium",1007135
"1363",2019-02-28,"Belgium",1010940
"1364",2019-03-01,"Belgium",1039776
"1365",2019-03-02,"Belgium",919409
"1366",2019-03-03,"Belgium",866985
"1367",2019-03-04,"Belgium",963281
"1368",2019-03-05,"Belgium",1005507
"1369",2019-03-06,"Belgium",999815
"1370",2019-03-07,"Belgium",996211
"1371",2019-03-08,"Belgium",997439
"1372",2019-03-09,"Belgium",894431
"1373",2019-03-10,"Belgium",869498
"1374",2019-03-11,"Belgium",998611
"1375",2019-03-12,"Belgium",987590
"1376",2019-03-13,"Belgium",1011493
"1377",2019-03-14,"Belgium",1018519
"1378",2019-03-15,"Belgium",1009834
"1379",2019-03-16,"Belgium",895394
"1380",2019-03-17,"Belgium",857409
"1381",2019-03-18,"Belgium",1013173
"1382",2019-03-19,"Belgium",1018855
"1383",2019-03-20,"Belgium",1019661
"1384",2019-03-21,"Belgium",998354
"1385",2019-03-22,"Belgium",971521
"1386",2019-03-23,"Belgium",907604
"1387",2019-03-24,"Belgium",851040
"1388",2019-03-25,"Belgium",954406
"1389",2019-03-26,"Belgium",1005853
"1390",2019-03-27,"Belgium",1003391
"1391",2019-03-28,"Belgium",1013760
"1392",2019-03-29,"Belgium",969634
"1393",2019-03-30,"Belgium",864833
"1394",2019-03-31,"Belgium",805057
"1395",2019-04-01,"Belgium",944578
"1396",2019-04-02,"Belgium",960566
"1397",2019-04-03,"Belgium",997325
"1398",2019-04-04,"Belgium",993813
"1399",2019-04-05,"Belgium",972091
"1400",2019-04-06,"Belgium",874715
"1401",2019-04-07,"Belgium",825278
"1402",2019-04-08,"Belgium",988880
"1403",2019-04-09,"Belgium",994908
"1404",2019-04-10,"Belgium",932867
"1405",2019-04-11,"Belgium",953938
"1406",2019-04-12,"Belgium",987638
"1407",2019-04-13,"Belgium",888634
"1408",2019-04-14,"Belgium",868708
"1409",2019-04-15,"Belgium",941179
"1410",2019-04-16,"Belgium",951063
"1411",2019-04-17,"Belgium",965273
"1412",2019-04-18,"Belgium",912008
"1413",2019-04-19,"Belgium",887352
"1414",2019-04-20,"Belgium",797933
"1415",2019-04-21,"Belgium",759514
"1416",2019-04-22,"Belgium",755009
"1417",2019-04-23,"Belgium",895690
"1418",2019-04-24,"Belgium",880320
"1419",2019-04-25,"Belgium",902730
"1420",2019-04-26,"Belgium",922363
"1421",2019-04-27,"Belgium",800338
"1422",2019-04-28,"Belgium",827903
"1423",2019-04-29,"Belgium",936394
"1424",2019-04-30,"Belgium",936683
"1425",2019-05-01,"Belgium",813848
"1426",2019-05-02,"Belgium",940234
"1427",2019-05-03,"Belgium",952283
"1428",2019-05-04,"Belgium",824765
"1429",2019-05-05,"Belgium",813081
"1430",2019-05-06,"Belgium",967609
"1431",2019-05-07,"Belgium",961533
"1432",2019-05-08,"Belgium",951228
"1433",2019-05-09,"Belgium",940780
"1434",2019-05-10,"Belgium",941830
"1435",2019-05-11,"Belgium",830819
"1436",2019-05-12,"Belgium",808205
"1437",2019-05-13,"Belgium",924539
"1438",2019-05-14,"Belgium",922425
"1439",2019-05-15,"Belgium",920924
"1440",2019-05-16,"Belgium",916158
"1441",2019-05-17,"Belgium",947822
"1442",2019-05-18,"Belgium",838413
"1443",2019-05-19,"Belgium",796411
"1444",2019-05-20,"Belgium",939277
"1445",2019-05-21,"Belgium",917859
"1446",2019-05-22,"Belgium",928658
"1447",2019-05-23,"Belgium",920747
"1448",2019-05-24,"Belgium",911012
"1449",2019-05-25,"Belgium",828214
"1450",2019-05-26,"Belgium",761774
"1451",2019-05-27,"Belgium",901498
"1452",2019-05-28,"Belgium",924984
"1453",2019-05-29,"Belgium",917673
"1454",2019-05-30,"Belgium",776986
"1455",2019-05-31,"Belgium",819084
"1456",2019-06-01,"Belgium",785143
"1457",2019-06-02,"Belgium",749390
"1458",2019-06-03,"Belgium",908840
"1459",2019-06-04,"Belgium",904660
"1460",2019-06-05,"Belgium",916663
"1461",2019-06-06,"Belgium",918281
"1462",2019-06-07,"Belgium",891770
"1463",2019-06-08,"Belgium",785483
"1464",2019-06-09,"Belgium",775621
"1465",2019-06-10,"Belgium",782900
"1466",2019-06-11,"Belgium",905947
"1467",2019-06-12,"Belgium",939120
"1468",2019-06-13,"Belgium",911756
"1469",2019-06-14,"Belgium",916113
"1470",2019-06-15,"Belgium",818804
"1471",2019-06-16,"Belgium",779774
"1472",2019-06-17,"Belgium",892713
"1473",2019-06-18,"Belgium",922782
"1474",2019-06-19,"Belgium",939810
"1475",2019-06-20,"Belgium",919913
"1476",2019-06-21,"Belgium",904650
"1477",2019-06-22,"Belgium",808351
"1478",2019-06-23,"Belgium",782255
"1479",2019-06-24,"Belgium",946821
"1480",2019-06-25,"Belgium",966271
"1481",2019-06-26,"Belgium",949336
"1482",2019-06-27,"Belgium",917311
"1483",2019-06-28,"Belgium",918249
"1484",2019-06-29,"Belgium",829050
"1485",2019-06-30,"Belgium",797646
"1486",2019-07-01,"Belgium",920771
"1487",2019-07-02,"Belgium",928150
"1488",2019-07-03,"Belgium",905802
"1489",2019-07-04,"Belgium",908148
"1490",2019-07-05,"Belgium",906972
"1491",2019-07-06,"Belgium",815942
"1492",2019-07-07,"Belgium",757708
"1493",2019-07-08,"Belgium",887651
"1494",2019-07-09,"Belgium",903009
"1495",2019-07-10,"Belgium",910541
"1496",2019-07-11,"Belgium",911989
"1497",2019-07-12,"Belgium",889677
"1498",2019-07-13,"Belgium",800107
"1499",2019-07-14,"Belgium",768559
"1500",2019-07-15,"Belgium",891212
"1501",2019-07-16,"Belgium",894309
"1502",2019-07-17,"Belgium",894257
"1503",2019-07-18,"Belgium",905972
"1504",2019-07-19,"Belgium",880974
"1505",2019-07-20,"Belgium",800545
"1506",2019-07-21,"Belgium",748195
"1507",2019-07-22,"Belgium",848778
"1508",2019-07-23,"Belgium",877271
"1509",2019-07-24,"Belgium",891002
"1510",2019-07-25,"Belgium",896668
"1511",2019-07-26,"Belgium",885083
"1512",2019-07-27,"Belgium",802945
"1513",2019-07-28,"Belgium",749948
"1514",2019-07-29,"Belgium",820781
"1515",2019-07-30,"Belgium",834174
"1516",2019-07-31,"Belgium",840850
"1517",2019-08-01,"Belgium",850692
"1518",2019-08-02,"Belgium",834587
"1519",2019-08-03,"Belgium",773666
"1520",2019-08-04,"Belgium",741630
"1521",2019-08-05,"Belgium",858643
"1522",2019-08-06,"Belgium",872946
"1523",2019-08-07,"Belgium",868590
"1524",2019-08-08,"Belgium",873749
"1525",2019-08-09,"Belgium",869890
"1526",2019-08-10,"Belgium",757205
"1527",2019-08-11,"Belgium",743420
"1528",2019-08-12,"Belgium",868241
"1529",2019-08-13,"Belgium",876243
"1530",2019-08-14,"Belgium",869548
"1531",2019-08-15,"Belgium",758617
"1532",2019-08-16,"Belgium",808440
"1533",2019-08-17,"Belgium",774470
"1534",2019-08-18,"Belgium",761415
"1535",2019-08-19,"Belgium",872540
"1536",2019-08-20,"Belgium",895714
"1537",2019-08-21,"Belgium",906778
"1538",2019-08-22,"Belgium",916314
"1539",2019-08-23,"Belgium",908166
"1540",2019-08-24,"Belgium",805079
"1541",2019-08-25,"Belgium",784567
"1542",2019-08-26,"Belgium",942653
"1543",2019-08-27,"Belgium",970154
"1544",2019-08-28,"Belgium",954764
"1545",2019-08-29,"Belgium",945545
"1546",2019-08-30,"Belgium",922421
"1547",2019-08-31,"Belgium",819929
"1548",2019-09-01,"Belgium",780585
"1549",2019-09-02,"Belgium",907460
"1550",2019-09-03,"Belgium",937018
"1551",2019-09-04,"Belgium",931164
"1552",2019-09-05,"Belgium",931098
"1553",2019-09-06,"Belgium",921371
"1554",2019-09-07,"Belgium",832012
"1555",2019-09-08,"Belgium",803113
"1556",2019-09-09,"Belgium",932130
"1557",2019-09-10,"Belgium",934016
"1558",2019-09-11,"Belgium",946962
"1559",2019-09-12,"Belgium",945724
"1560",2019-09-13,"Belgium",944731
"1561",2019-09-14,"Belgium",809386
"1562",2019-09-15,"Belgium",782219
"1563",2019-09-16,"Belgium",936043
"1564",2019-09-17,"Belgium",931166
"1565",2019-09-18,"Belgium",929138
"1566",2019-09-19,"Belgium",934479
"1567",2019-09-20,"Belgium",919702
"1568",2019-09-21,"Belgium",816516
"1569",2019-09-22,"Belgium",789930
"1570",2019-09-23,"Belgium",921699
"1571",2019-09-24,"Belgium",934415
"1572",2019-09-25,"Belgium",927755
"1573",2019-09-26,"Belgium",928318
"1574",2019-09-27,"Belgium",896369
"1575",2019-09-28,"Belgium",797585
"1576",2019-09-29,"Belgium",759177
"1577",2019-09-30,"Belgium",898059
"1578",2019-10-01,"Belgium",922877
"1579",2019-10-02,"Belgium",933912
"1580",2019-10-03,"Belgium",946588
"1581",2019-10-04,"Belgium",926399
"1582",2019-10-05,"Belgium",846623
"1583",2019-10-06,"Belgium",796515
"1584",2019-10-07,"Belgium",947755
"1585",2019-10-08,"Belgium",945467
"1586",2019-10-09,"Belgium",939860
"1587",2019-10-10,"Belgium",930315
"1588",2019-10-11,"Belgium",919494
"1589",2019-10-12,"Belgium",833171
"1590",2019-10-13,"Belgium",789603
"1591",2019-10-14,"Belgium",922156
"1592",2019-10-15,"Belgium",954606
"1593",2019-10-16,"Belgium",946100
"1594",2019-10-17,"Belgium",957441
"1595",2019-10-18,"Belgium",924693
"1596",2019-10-19,"Belgium",849835
"1597",2019-10-20,"Belgium",841865
"1598",2019-10-21,"Belgium",964956
"1599",2019-10-22,"Belgium",991244
"1600",2019-10-23,"Belgium",976814
"1601",2019-10-24,"Belgium",936954
"1602",2019-10-25,"Belgium",918101
"1603",2019-10-26,"Belgium",804728
"1604",2019-10-27,"Belgium",842897
"1605",2019-10-28,"Belgium",972642
"1606",2019-10-29,"Belgium",972852
"1607",2019-10-30,"Belgium",992128
"1608",2019-10-31,"Belgium",992469
"1609",2019-11-01,"Belgium",867506
"1610",2019-11-02,"Belgium",833349
"1611",2019-11-03,"Belgium",853210
"1612",2019-11-04,"Belgium",970159
"1613",2019-11-05,"Belgium",1012194
"1614",2019-11-06,"Belgium",1022733
"1615",2019-11-07,"Belgium",982693
"1616",2019-11-08,"Belgium",997715
"1617",2019-11-09,"Belgium",902416
"1618",2019-11-10,"Belgium",880069
"1619",2019-11-11,"Belgium",857171
"1620",2019-11-12,"Belgium",981493
"1621",2019-11-13,"Belgium",1028652
"1622",2019-11-14,"Belgium",1034068
"1623",2019-11-15,"Belgium",1050309
"1624",2019-11-16,"Belgium",956406
"1625",2019-11-17,"Belgium",910346
"1626",2019-11-18,"Belgium",1054803
"1627",2019-11-19,"Belgium",1061801
"1628",2019-11-20,"Belgium",1080928
"1629",2019-11-21,"Belgium",1088428
"1630",2019-11-22,"Belgium",1019767
"1631",2019-11-23,"Belgium",946505
"1632",2019-11-24,"Belgium",916281
"1633",2019-11-25,"Belgium",1020445
"1634",2019-11-26,"Belgium",1021867
"1635",2019-11-27,"Belgium",1000546
"1636",2019-11-28,"Belgium",1025414
"1637",2019-11-29,"Belgium",1030145
"1638",2019-11-30,"Belgium",937856
"1639",2019-12-01,"Belgium",915615
"1640",2019-12-02,"Belgium",1083227
"1641",2019-12-03,"Belgium",1091652
"1642",2019-12-04,"Belgium",1103218
"1643",2019-12-05,"Belgium",1103982
"1644",2019-12-06,"Belgium",1064588
"1645",2019-12-07,"Belgium",942109
"1646",2019-12-08,"Belgium",890211
"1647",2019-12-09,"Belgium",1037825
"1648",2019-12-10,"Belgium",1062136
"1649",2019-12-11,"Belgium",1075687
"1650",2019-12-12,"Belgium",1073055
"1651",2019-12-13,"Belgium",1067044
"1652",2019-12-14,"Belgium",952035
"1653",2019-12-15,"Belgium",896384
"1654",2019-12-16,"Belgium",1056885
"1655",2019-12-17,"Belgium",1021030
"1656",2019-12-18,"Belgium",1017037
"1657",2019-12-19,"Belgium",988442
"1658",2019-12-20,"Belgium",965565
"1659",2019-12-21,"Belgium",882321
"1660",2019-12-22,"Belgium",865364
"1661",2019-12-23,"Belgium",923486
"1662",2019-12-24,"Belgium",858924
"1663",2019-12-25,"Belgium",801227
"1664",2019-12-26,"Belgium",903372
"1665",2019-12-27,"Belgium",923523
"1666",2019-12-28,"Belgium",886086
"1667",2019-12-29,"Belgium",868830
"1668",2019-12-30,"Belgium",886484
"1669",2019-12-31,"Belgium",915849
"1670",2020-01-01,"Belgium",825671
"1671",2020-01-02,"Belgium",950587
"1672",2020-01-03,"Belgium",960472
"1673",2020-01-04,"Belgium",914549
"1674",2020-01-05,"Belgium",907442
"1675",2020-01-06,"Belgium",1022418
"1676",2020-01-07,"Belgium",1051423
"1677",2020-01-08,"Belgium",1056032
"1678",2020-01-09,"Belgium",1028681
"1679",2020-01-10,"Belgium",1036284
"1680",2020-01-11,"Belgium",936076
"1681",2020-01-12,"Belgium",895942
"1682",2020-01-13,"Belgium",1010498
"1683",2020-01-14,"Belgium",1024000
"1684",2020-01-15,"Belgium",1025296
"1685",2020-01-16,"Belgium",1023858
"1686",2020-01-17,"Belgium",1026616
"1687",2020-01-18,"Belgium",953770
"1688",2020-01-19,"Belgium",930469
"1689",2020-01-20,"Belgium",1090864
"1690",2020-01-21,"Belgium",1120005
"1691",2020-01-22,"Belgium",1135817
"1692",2020-01-23,"Belgium",1115678
"1693",2020-01-24,"Belgium",1122819
"1694",2020-01-25,"Belgium",1018511
"1695",2020-01-26,"Belgium",921796
"1696",2020-01-27,"Belgium",1034723
"1697",2020-01-28,"Belgium",1026228
"1698",2020-01-29,"Belgium",1044446
"1699",2020-01-30,"Belgium",1026657
"1700",2020-01-31,"Belgium",982224
"1701",2020-02-01,"Belgium",872162
"1702",2020-02-02,"Belgium",873050
"1703",2020-02-03,"Belgium",999224
"1704",2020-02-04,"Belgium",1026075
"1705",2020-02-05,"Belgium",1078177
"1706",2020-02-06,"Belgium",1072218
"1707",2020-02-07,"Belgium",1029680
"1708",2020-02-08,"Belgium",927325
"1709",2020-02-09,"Belgium",861150
"1710",2020-02-10,"Belgium",959118
"1711",2020-02-11,"Belgium",1002658
"1712",2020-02-12,"Belgium",1017488
"1713",2020-02-13,"Belgium",1022068
"1714",2020-02-14,"Belgium",1010150
"1715",2020-02-15,"Belgium",902730
"1716",2020-02-16,"Belgium",848404
"1717",2020-02-17,"Belgium",964359
"1718",2020-02-18,"Belgium",985622
"1719",2020-02-19,"Belgium",1007901
"1720",2020-02-20,"Belgium",999380
"1721",2020-02-21,"Belgium",998258
"1722",2020-02-22,"Belgium",895129
"1723",2020-02-23,"Belgium",870232
"1724",2020-02-24,"Belgium",989745
"1725",2020-02-25,"Belgium",984808
"1726",2020-02-26,"Belgium",1043610
"1727",2020-02-27,"Belgium",1063933
"1728",2020-02-28,"Belgium",1021260
"1729",2020-02-29,"Belgium",890836
"1730",2020-03-01,"Belgium",864149
"1731",2020-03-02,"Belgium",989098
"1732",2020-03-03,"Belgium",1005396
"1733",2020-03-04,"Belgium",1011963
"1734",2020-03-05,"Belgium",1022257
"1735",2020-03-06,"Belgium",989741
"1736",2020-03-07,"Belgium",872392
"1737",2020-03-08,"Belgium",827498
"1738",2020-03-09,"Belgium",951610
"1739",2020-03-10,"Belgium",965470
"1740",2020-03-11,"Belgium",963607
"1741",2020-03-12,"Belgium",922816
"1742",2020-03-13,"Belgium",944715
"1743",2020-03-14,"Belgium",854085
"1744",2020-03-15,"Belgium",814576
"1745",2020-03-16,"Belgium",953210
"1746",2020-03-17,"Belgium",922436
"1747",2020-03-18,"Belgium",899929
"1748",2020-03-19,"Belgium",925951
"1749",2020-03-20,"Belgium",897131
"1750",2020-03-21,"Belgium",806501
"1751",2020-03-22,"Belgium",778294
"1752",2020-03-23,"Belgium",853739
"1753",2020-03-24,"Belgium",879046
"1754",2020-03-25,"Belgium",867080
"1755",2020-03-26,"Belgium",844155
"1756",2020-03-27,"Belgium",840703
"1757",2020-03-28,"Belgium",767553
"1758",2020-03-29,"Belgium",770365
"1759",2020-03-30,"Belgium",873935
"1760",2020-03-31,"Belgium",863389
"1761",2020-04-01,"Belgium",835614
"1762",2020-04-02,"Belgium",838765
"1763",2020-04-03,"Belgium",820358
"1764",2020-04-04,"Belgium",752435
"1765",2020-04-05,"Belgium",699441
"1766",2020-04-06,"Belgium",808990
"1767",2020-04-07,"Belgium",826922
"1768",2020-04-08,"Belgium",830493
"1769",2020-04-09,"Belgium",815876
"1770",2020-04-10,"Belgium",805940
"1771",2020-04-11,"Belgium",749862
"1772",2020-04-12,"Belgium",720014
"1773",2020-04-13,"Belgium",694618
"1774",2020-04-14,"Belgium",836467
"1775",2020-04-15,"Belgium",826447
"1776",2020-04-16,"Belgium",818182
"1777",2020-04-17,"Belgium",788614
"1778",2020-04-18,"Belgium",766257
"1779",2020-04-19,"Belgium",721344
"1780",2020-04-20,"Belgium",757243
"1781",2020-04-21,"Belgium",762511
"1782",2020-04-22,"Belgium",792056
"1783",2020-04-23,"Belgium",809684
"1784",2020-04-24,"Belgium",802801
"1785",2020-04-25,"Belgium",747396
"1786",2020-04-26,"Belgium",720225
"1787",2020-04-27,"Belgium",805486
"1788",2020-04-28,"Belgium",853142
"1789",2020-04-29,"Belgium",841673
"1790",2020-04-30,"Belgium",804458
"1791",2020-05-01,"Belgium",729589
"1792",2020-05-02,"Belgium",745230
"1793",2020-05-03,"Belgium",749370
"1794",2020-05-04,"Belgium",846639
"1795",2020-05-05,"Belgium",840379
"1796",2020-05-06,"Belgium",858457
"1797",2020-05-07,"Belgium",863240
"1798",2020-05-08,"Belgium",849461
"1799",2020-05-09,"Belgium",765074
"1800",2020-05-10,"Belgium",739427
"1801",2020-05-11,"Belgium",814749
"1802",2020-05-12,"Belgium",883344
"1803",2020-05-13,"Belgium",861737
"1804",2020-05-14,"Belgium",862066
"1805",2020-05-15,"Belgium",864851
"1806",2020-05-16,"Belgium",790454
"1807",2020-05-17,"Belgium",762311
"1808",2020-05-18,"Belgium",844682
"1809",2020-05-19,"Belgium",862499
"1810",2020-05-20,"Belgium",858671
"1811",2020-05-21,"Belgium",751469
"1812",2020-05-22,"Belgium",765003
"1813",2020-05-23,"Belgium",716779
"1814",2020-05-24,"Belgium",727011
"1815",2020-05-25,"Belgium",846991
"1816",2020-05-26,"Belgium",866997
"1817",2020-05-27,"Belgium",860013
"1818",2020-05-28,"Belgium",842953
"1819",2020-05-29,"Belgium",838265
"1820",2020-05-30,"Belgium",749906
"1821",2020-05-31,"Belgium",714901
"1822",2020-06-01,"Belgium",728676
"1823",2020-06-02,"Belgium",864071
"1824",2020-06-03,"Belgium",877392
"1825",2020-06-04,"Belgium",888327
"1826",2020-06-05,"Belgium",866691
"1827",2020-06-06,"Belgium",746777
"1828",2020-06-07,"Belgium",751599
"1829",2020-06-08,"Belgium",879192
"1830",2020-06-09,"Belgium",902501
"1831",2020-06-10,"Belgium",902812
"1832",2020-06-11,"Belgium",891150
"1833",2020-06-12,"Belgium",883314
"1834",2020-06-13,"Belgium",776521
"1835",2020-06-14,"Belgium",721972
"1836",2020-06-15,"Belgium",852395
"1837",2020-06-16,"Belgium",867745
"1838",2020-06-17,"Belgium",882597
"1839",2020-06-18,"Belgium",865090
"1840",2020-06-19,"Belgium",849481
"1841",2020-06-20,"Belgium",766990
"1842",2020-06-21,"Belgium",723647
"1843",2020-06-22,"Belgium",861444
"1844",2020-06-23,"Belgium",881814
"1845",2020-06-24,"Belgium",888586
"1846",2020-06-25,"Belgium",902337
"1847",2020-06-26,"Belgium",918597
"1848",2020-06-27,"Belgium",787727
"1849",2020-06-28,"Belgium",732579
"1850",2020-06-29,"Belgium",841221
"1851",2020-06-30,"Belgium",886799
"1852",2020-07-01,"Belgium",903408
"1853",2020-07-02,"Belgium",897078
"1854",2020-07-03,"Belgium",863184
"1855",2020-07-04,"Belgium",758558
"1856",2020-07-05,"Belgium",712435
"1857",2020-07-06,"Belgium",843517
"1858",2020-07-07,"Belgium",883973
"1859",2020-07-08,"Belgium",917078
"1860",2020-07-09,"Belgium",865688
"1861",2020-07-10,"Belgium",868522
"1862",2020-07-11,"Belgium",768547
"1863",2020-07-12,"Belgium",729986
"1864",2020-07-13,"Belgium",839750
"1865",2020-07-14,"Belgium",887364
"1866",2020-07-15,"Belgium",885702
"1867",2020-07-16,"Belgium",898311
"1868",2020-07-17,"Belgium",871314
"1869",2020-07-18,"Belgium",772214
"1870",2020-07-19,"Belgium",722638
"1871",2020-07-20,"Belgium",771383
"1872",2020-07-21,"Belgium",729701
"1873",2020-07-22,"Belgium",805853
"1874",2020-07-23,"Belgium",811928
"1875",2020-07-24,"Belgium",814348
"1876",2020-07-25,"Belgium",730521
"1877",2020-07-26,"Belgium",694427
"1878",2020-07-27,"Belgium",785728
"1879",2020-07-28,"Belgium",788156
"1880",2020-07-29,"Belgium",809698
"1881",2018-01-02,"Switzerland",165743
"1882",2018-01-03,"Switzerland",172177
"1883",2018-01-04,"Switzerland",178081
"1884",2018-01-05,"Switzerland",170151
"1885",2018-01-06,"Switzerland",159941
"1886",2018-01-07,"Switzerland",161449
"1887",2018-01-08,"Switzerland",176690
"1888",2018-01-09,"Switzerland",180232
"1889",2018-01-10,"Switzerland",180568
"1890",2018-01-11,"Switzerland",179719
"1891",2018-01-12,"Switzerland",185170
"1892",2018-01-13,"Switzerland",169578
"1893",2018-01-14,"Switzerland",166695
"1894",2018-01-15,"Switzerland",189777
"1895",2018-01-16,"Switzerland",185919
"1896",2018-01-17,"Switzerland",185950
"1897",2018-01-18,"Switzerland",185802
"1898",2018-01-19,"Switzerland",186889
"1899",2018-01-20,"Switzerland",168226
"1900",2018-01-21,"Switzerland",166539
"1901",2018-01-22,"Switzerland",189852
"1902",2018-01-23,"Switzerland",182303
"1903",2018-01-24,"Switzerland",184462
"1904",2018-01-25,"Switzerland",183074
"1905",2018-01-26,"Switzerland",184077
"1906",2018-01-27,"Switzerland",165067
"1907",2018-01-28,"Switzerland",155879
"1908",2018-01-29,"Switzerland",183651
"1909",2018-01-30,"Switzerland",184429
"1910",2018-01-31,"Switzerland",184311
"1911",2018-02-01,"Switzerland",187503
"1912",2018-02-02,"Switzerland",187140
"1913",2018-02-03,"Switzerland",173759
"1914",2018-02-04,"Switzerland",172399
"1915",2018-02-05,"Switzerland",190550
"1916",2018-02-06,"Switzerland",186385
"1917",2018-02-07,"Switzerland",190830
"1918",2018-02-08,"Switzerland",186595
"1919",2018-02-09,"Switzerland",185987
"1920",2018-02-10,"Switzerland",169960
"1921",2018-02-11,"Switzerland",170048
"1922",2018-02-12,"Switzerland",187525
"1923",2018-02-13,"Switzerland",190974
"1924",2018-02-14,"Switzerland",190205
"1925",2018-02-15,"Switzerland",191613
"1926",2018-02-16,"Switzerland",184177
"1927",2018-02-17,"Switzerland",166065
"1928",2018-02-18,"Switzerland",167012
"1929",2018-02-19,"Switzerland",189582
"1930",2018-02-20,"Switzerland",194038
"1931",2018-02-21,"Switzerland",198440
"1932",2018-02-22,"Switzerland",203051
"1933",2018-02-23,"Switzerland",202586
"1934",2018-02-24,"Switzerland",181872
"1935",2018-02-25,"Switzerland",187646
"1936",2018-02-26,"Switzerland",212380
"1937",2018-02-27,"Switzerland",216119
"1938",2018-02-28,"Switzerland",215788
"1939",2018-03-01,"Switzerland",201645
"1940",2018-03-02,"Switzerland",200448
"1941",2018-03-03,"Switzerland",176372
"1942",2018-03-04,"Switzerland",166030
"1943",2018-03-05,"Switzerland",185638
"1944",2018-03-06,"Switzerland",189537
"1945",2018-03-07,"Switzerland",189753
"1946",2018-03-08,"Switzerland",185256
"1947",2018-03-09,"Switzerland",176360
"1948",2018-03-10,"Switzerland",158911
"1949",2018-03-11,"Switzerland",166229
"1950",2018-03-12,"Switzerland",178747
"1951",2018-03-13,"Switzerland",180239
"1952",2018-03-14,"Switzerland",178831
"1953",2018-03-15,"Switzerland",179985
"1954",2018-03-16,"Switzerland",180385
"1955",2018-03-17,"Switzerland",171253
"1956",2018-03-18,"Switzerland",171868
"1957",2018-03-19,"Switzerland",190468
"1958",2018-03-20,"Switzerland",196927
"1959",2018-03-21,"Switzerland",200930
"1960",2018-03-22,"Switzerland",192425
"1961",2018-03-23,"Switzerland",189454
"1962",2018-03-24,"Switzerland",174906
"1963",2018-03-25,"Switzerland",165098
"1964",2018-03-26,"Switzerland",184173
"1965",2018-03-27,"Switzerland",181201
"1966",2018-03-28,"Switzerland",177704
"1967",2018-03-29,"Switzerland",179067
"1968",2018-03-30,"Switzerland",161341
"1969",2018-03-31,"Switzerland",162701
"1970",2018-04-01,"Switzerland",153346
"1971",2018-04-02,"Switzerland",162220
"1972",2018-04-03,"Switzerland",169475
"1973",2018-04-04,"Switzerland",169443
"1974",2018-04-05,"Switzerland",166923
"1975",2018-04-06,"Switzerland",166155
"1976",2018-04-07,"Switzerland",150962
"1977",2018-04-08,"Switzerland",138077
"1978",2018-04-09,"Switzerland",152991
"1979",2018-04-10,"Switzerland",159509
"1980",2018-04-11,"Switzerland",159330
"1981",2018-04-12,"Switzerland",154492
"1982",2018-04-13,"Switzerland",154811
"1983",2018-04-14,"Switzerland",146540
"1984",2018-04-15,"Switzerland",141736
"1985",2018-04-16,"Switzerland",155525
"1986",2018-04-17,"Switzerland",158815
"1987",2018-04-18,"Switzerland",154761
"1988",2018-04-19,"Switzerland",155157
"1989",2018-04-20,"Switzerland",152551
"1990",2018-04-21,"Switzerland",145211
"1991",2018-04-22,"Switzerland",144571
"1992",2018-04-23,"Switzerland",154945
"1993",2018-04-24,"Switzerland",160537
"1994",2018-04-25,"Switzerland",163060
"1995",2018-04-26,"Switzerland",160707
"1996",2018-04-27,"Switzerland",153200
"1997",2018-04-28,"Switzerland",135597
"1998",2018-04-29,"Switzerland",138052
"1999",2018-04-30,"Switzerland",169782
"2000",2018-05-01,"Switzerland",161294
"2001",2018-05-02,"Switzerland",152579
"2002",2018-05-03,"Switzerland",153586
"2003",2018-05-04,"Switzerland",149883
"2004",2018-05-05,"Switzerland",137431
"2005",2018-05-06,"Switzerland",148022
"2006",2018-05-07,"Switzerland",153432
"2007",2018-05-08,"Switzerland",157991
"2008",2018-05-09,"Switzerland",150141
"2009",2018-05-10,"Switzerland",147922
"2010",2018-05-11,"Switzerland",133397
